id;id_alt;country;continent;geo_group;culture;epoch;group;comment;latitude;longitude;sex;site;site_detail;mt_hg;ychr_hg;ychr_snps;year_from;year_to;date_detail;bp;c14_lab_code;reference_name;reference_link;data_link;c14_sample_tag;c14_layer_tag;full_mt_tag;trusted_tag;avg_coverage;amtdb_version
I7527;;Iran;Asia;Middle East;Iran_GanjDareh_N;Neolithic;NEXX;;34.45;48.116;F;Iran_GanjDareh_N;Ganj Dareh;U7a;n/a (female);;-8200;-7700;8200-7700 BCE;;;Narasimhan et al. 2019;https://doi.org/10.1126/science.aat7487;https://www.ebi.ac.uk/ena/browser/view/PRJEB32466;0;;;;0.089027;v1.010
I2189;;Israel;Asia;Near East;Israel_MLBA_o_brother.I2200;Bronze Age;BAXX;;32.58472222;35.01694444;M;Israel_MLBA_o_brother.I2200;Megiddo, Jezreel Valley;U3b;..;;-1600;-1500;1600-1500 BCE;;;Agranat et al. 2020;https://doi.org/10.1016/j.cell.2020.04.024;https://www.ebi.ac.uk/ena/browser/view/PRJEB37057;0;;;;0.136;v1.010
I1072_enhanced_d;;Israel;Asia;Near East;Israel_Natufian_d;Mesolithic;MEXX;;32.65;35.067;M;Israel_Natufian_d;Raqefet Cave;N1b;..;;-12000;-9500;12000-9500 BCE;;;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247 (higher coverage of previously reported individual from  Lazaridis Nature2016);https://www.ebi.ac.uk/ena/browser/view/PRJEB54831 (higher coverage of previously reported individual from  Lazaridis Nature2016);0;;;;0.112;v1.010
I1072_d;;Israel;Asia;Near East;Israel_Natufian;Mesolithic;MEXX;;32.65;35.067;M;Israel_Natufian;Raqefet Cave;n/a (<2x);..;;-12000;-9500;12000-9500 BCE;;;Lazaridis et al. 2016;https://doi.org/10.1038/nature19310;https://www.ebi.ac.uk/ena/browser/view/PRJEB14455;0;;;;0.034;v1.010
I4427;;Malawi;Africa;eastern Africa;Malawi_Fingira_LSA_6000BP;Paleolithic;PAXX;;-10.786153;33.765371;M;Malawi_Fingira_LSA_6000BP;Fingira;L0d1b2b;..;;-4227;-3965;4227-3965 calBCE (5270±25 BP, UCIAMS-186346);5270±25 BP;UCIAMS-186346;Lipson et al. 2022;https://doi.org/10.1038/s41586-022-04430-9 (higher coverage individual first published in  Skoglund Cell2017);https://www.ebi.ac.uk/ena/browser/view/PRJEB49291 (higher coverage individual first published in  Skoglund Cell2017);1;;;;0.23518;v1.010
I4427_noUDG;;Malawi;Africa;eastern Africa;Malawi_Fingira_LSA_6000BP_noUDG;Paleolithic;PAXX;;-10.786153;33.765371;M;Malawi_Fingira_LSA_6000BP_noUDG;Fingira;L0d1b2b;..;;-4227;-3965;4227-3965 calBCE (5270±25 BP, UCIAMS-186346);5270±25 BP;UCIAMS-186346;Lipson et al. 2022;https://doi.org/10.1038/s41586-022-04430-9 (higher coverage individual first published in  Skoglund Cell2017);https://www.ebi.ac.uk/ena/browser/view/PRJEB49291 (higher coverage individual first published in  Skoglund Cell2017);1;;;;0.323463;v1.010
I1525;;Russia;Europe;Russia;Russia_Uelen_OldBeringSea;;;;66.161126;-169.822297;F;Russia_Uelen_OldBeringSea;Uelen Chukotka, Bering Strait;A2a;n/a (female);;60;450;60-450 calCE (2560±20 BP, PSUAMS-1962);2560±20 BP;PSUAMS-1962;Flegontov et al. 2019;https://doi.org/10.1038/s41586-019-1251-y;https://www.ebi.ac.uk/ena/browser/view/PRJEB30575;1;;;;3.455726;v1.010
I8435_old7;;Turkey;Asia;Anatolia;Turkey_PPNA_lc;;;;37.52;41.84;F;Turkey_PPNA_lc;Boncuklu Tarla (Southeast, Mardin, Dargeçit, Ilısu);n/a (<2x);n/a (female);;-9000;-8500;9000-8500 BCE;;;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247;https://www.ebi.ac.uk/ena/browser/view/PRJEB54831;0;;;;0.004;v1.010
I13835;;Albania;Europe;Balkans;Albania_EarlyModern_oCaucasus;Modern Era;;;40.625278;20.801111;F;Albania_EarlyModern_oCaucasus;Barç (Southeast, Korça Basin) ;U3b1;n/a (female);;1644;1797;1644-1797 calCE (235±15 BP, PSUAMS-8291);235±15 BP;PSUAMS-8291;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247;https://www.ebi.ac.uk/ena/browser/view/PRJEB54831;1;;;;10.378;v1.010
I7090;;Argentina;South America;Patagonia;Argentina_ArroyoSeco2_7200BP;;;;-38.3605556;-60.2441667;M;Argentina_ArroyoSeco2_7200BP;Arroyo Seco II;C1c;..;;-5462;-5014;5462-5014 calBCE (6300±70 BP, AA-7966);6300±70 BP;AA-7966;Posth et al. 2018;https://doi.org/10.1016/j.cell.2018.10.027;https://www.ebi.ac.uk/ena/browser/view/PRJEB28961;1;;;;0.204794;v1.010
I1748;;Argentina;South America;Patagonia;Argentina_ArroyoSeco2_7200BP_1d.or.2d.rel.I7090;;;;-38.3605556;-60.2441667;M;Argentina_ArroyoSeco2_7200BP_1d.or.2d.rel.I7090;Arroyo Seco II;C1c;..;;-5462;-5014;5462-5014 calBCE (6300±70 BP, AA-7966);6300±70 BP;AA-7966;Posth et al. 2018;https://doi.org/10.1016/j.cell.2018.10.027;https://www.ebi.ac.uk/ena/browser/view/PRJEB28961;1;;;;0.023;v1.010
I7088;;Argentina;South America;Patagonia;Argentina_ArroyoSeco2_7400BP_contam;;;;-38.3605556;-60.2441667;F;Argentina_ArroyoSeco2_7400BP_contam;Arroyo Seco II;A2;n/a (female);;-5620;-5336;5620-5336 calBCE (6560±60 BP, LP-186);6560±60 BP;LP-186;Posth et al. 2018;https://doi.org/10.1016/j.cell.2018.10.027;https://www.ebi.ac.uk/ena/browser/view/PRJEB28961;1;;;;0.02659;v1.010
I0308;;Argentina;South America;Patagonia;Argentina_ArroyoSeco2_7700BP;;;;-38.3605556;-60.2441667;M;Argentina_ArroyoSeco2_7700BP;Arroyo Seco II;A2+(64);..;;-5620;-5336;5620-5336 calBCE (6560±60 BP, LP-186);6560±60 BP;LP-186;Posth et al. 2018;https://doi.org/10.1016/j.cell.2018.10.027;https://www.ebi.ac.uk/ena/browser/view/PRJEB28961;1;;;;0.53;v1.010
I0309;;Argentina;South America;Patagonia;Argentina_ArroyoSeco2_7700BP;;;;-38.3605556;-60.2441667;M;Argentina_ArroyoSeco2_7700BP;Arroyo Seco II;D1;..;;-5881;-5561;5881-5561 calBCE (6838±73 BP, AA-67738);6838±73 BP;AA-67738;Posth et al. 2018;https://doi.org/10.1016/j.cell.2018.10.027;https://www.ebi.ac.uk/ena/browser/view/PRJEB28961;1;;;;0.823;v1.010
I2230;;Argentina;South America;Patagonia;Argentina_ArroyoSeco2_7700BP;;;;-38.3605556;-60.2441667;M;Argentina_ArroyoSeco2_7700BP;Arroyo Seco II;C1b;..;;-7026;-6433;7026-6433 calBCE (7805±85 BP, AA-106014);7805±85 BP;AA-106014;Posth et al. 2018;https://doi.org/10.1016/j.cell.2018.10.027;https://www.ebi.ac.uk/ena/browser/view/PRJEB28961;1;;;;1.686;v1.010
I2232;;Argentina;South America;Patagonia;Argentina_ArroyoSeco2_7700BP;;;;-38.3605556;-60.2441667;M;Argentina_ArroyoSeco2_7700BP;Arroyo Seco II;C1b;..;;-6570;-6252;6570-6252 calBCE (7612±53 BP, AA-106013);7612±53 BP;AA-106013;Posth et al. 2018;https://doi.org/10.1016/j.cell.2018.10.027;https://www.ebi.ac.uk/ena/browser/view/PRJEB28961;1;;;;0.027;v1.010
I7086;;Argentina;South America;Patagonia;Argentina_ArroyoSeco2_7700BP;;;;-38.3605556;-60.2441667;F;Argentina_ArroyoSeco2_7700BP;Arroyo Seco II;D1g;n/a (female);;-5971;-5718;"5971-5718 calBCE (6959±43) [R_combine: (7000±80 BP, TO-1503); (6970±60 BP, CAMS-16170); (6880±90 BP, NZA-1101)]";6880±90 BP;NZA-1101;Posth et al. 2018;https://doi.org/10.1016/j.cell.2018.10.027;https://www.ebi.ac.uk/ena/browser/view/PRJEB28961;1;;;;0.100361;v1.010
I12941;;Argentina;South America;Patagonia;Argentina_BeagleChannel_Yamana_100BP;Neolithic;NEXX;;-54.85;-67.57;M;Argentina_BeagleChannel_Yamana_100BP;Beagle Channel, Tierra del Fuego, Almanza;C1b;..;;1560;1960;1560-1960 calCE (555±20 BP, PSUAMS-6678);555±20 BP;PSUAMS-6678;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;4.024405;v1.010
I12942;;Argentina;South America;Patagonia;Argentina_BeagleChannel_Yamana_100BP;Neolithic;NEXX;;-54.87;-67.33;F;Argentina_BeagleChannel_Yamana_100BP;Beagle Channel, Tierra del Fuego, Acatushún;C1b;n/a (female);;1810;1960;1810-1960 calCE (490±25 BP, PSUAMS-6679);490±25 BP;PSUAMS-6679;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;0.287915;v1.010
I12943;;Argentina;South America;Patagonia;Argentina_BeagleChannel_Yamana_100BP;Neolithic;NEXX;;-54.85;-67.57;F;Argentina_BeagleChannel_Yamana_100BP;Beagle Channel, Tierra del Fuego, Almanza;C1b;n/a (female);;1550;1960;1550-1960 calCE (570±20 BP, PSUAMS-6680);570±20 BP;PSUAMS-6680;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;3.669419;v1.010
I12355;;Argentina;South America;Patagonia;Argentina_BeagleChannel_Yamana_1500BP;Neolithic;NEXX;;-54.85;-68.52;M;Argentina_BeagleChannel_Yamana_1500BP;Beagle Channel, Tierra del Fuego, Río Pipo;C1b;..;;260;600;260-600 calCE (1975±25 BP, PSUAMS-6673);1975±25 BP;PSUAMS-6673;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;2.694989;v1.010
I8351;;Argentina;South America;Patagonia;Argentina_LagunaChica_1600BP;;;;-36.0772222;-62.3472222;F;Argentina_LagunaChica_1600BP;Pampas, Laguna Chica;D1g+16189;n/a (female);;250;385;250-385 calCE (1750±15 BP, UCIAMS-185301);1750±15 BP;UCIAMS-185301;Nakatsuka et al. 2020;https://doi.org/10.1016/j.cell.2020.04.015;https://www.ebi.ac.uk/ena/browser/view/PRJEB37446;1;;;;1.645301;v1.010
I8348;;Argentina;South America;Patagonia;Argentina_LagunaChica_6800BP;;;;-36.0772222;-62.3472222;F;Argentina_LagunaChica_6800BP;Pampas, Laguna Chica;R;n/a (female);;-5010;-4840;5010-4840 calBCE (6080±15 BP, UCIAMS-185303);6080±15 BP;UCIAMS-185303;Posth et al. 2018;https://doi.org/10.1016/j.cell.2018.10.027;https://www.ebi.ac.uk/ena/browser/view/PRJEB28961;1;;;;0.17882;v1.010
I8349;;Argentina;South America;Patagonia;Argentina_LagunaChica_6800BP;;;;-36.0772222;-62.3472222;F;Argentina_LagunaChica_6800BP;Pampas, Laguna Chica;C1b;n/a (female);;-4830;-4700;4830-4700 calBCE (5930±15 BP, UCIAMS-185302);5930±15 BP;UCIAMS-185302;Posth et al. 2018;https://doi.org/10.1016/j.cell.2018.10.027;https://www.ebi.ac.uk/ena/browser/view/PRJEB28961;1;;;;0.775523;v1.010
I8350;;Argentina;South America;Patagonia;Argentina_LagunaChica_6800BP;;;;-36.0772222;-62.3472222;M;Argentina_LagunaChica_6800BP;Pampas, Laguna Chica;A2;..;;-7000;-4500;7000-4500 BCE;;;Posth et al. 2018;https://doi.org/10.1016/j.cell.2018.10.027;https://www.ebi.ac.uk/ena/browser/view/PRJEB28961;0;;;;0.059485;v1.010
I12376;;Argentina;South America;Patagonia;Argentina_LagunaToro_2400BP;;;;-38.84;-61.42;F;Argentina_LagunaToro_2400BP;Southwest of Buenos Aires, Laguna Toro;A2+(64);n/a (female);;-736;-194;736-194 calBCE (2369±52 BP, UGAMS-16601);2369±52 BP;UGAMS-16601;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;0.182844;v1.010
I12356;;Argentina;South America;Patagonia;Argentina_MitrePeninsula_Haush_400BP;;;;-54.7;-65.35;M;Argentina_MitrePeninsula_Haush_400BP;Tierra del Fuego, Mitre Peninusula, Caleta Falsa;D1;..;;1450;1820;1450-1820 calCE (650±20 BP, PSUAMS-6674);650±20 BP;PSUAMS-6674;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;1.220655;v1.010
I12357;;Argentina;South America;Patagonia;Argentina_MitrePeninsula_Haush_400BP;;;;-54.7;-65.35;F;Argentina_MitrePeninsula_Haush_400BP;Tierra del Fuego, Mitre Peninusula, Caleta Falsa;D1g+16189;n/a (female);;1470;1810;1470-1810 calCE (530±45 BP, PSUAMS-6675);530±45 BP;PSUAMS-6675;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;1.028975;v1.010
I12358;;Argentina;South America;Patagonia;Argentina_MitrePeninsula_Haush_400BP;;;;-54.7;-65.35;M;Argentina_MitrePeninsula_Haush_400BP;Tierra del Fuego, Mitre Peninusula, Caleta Falsa;C;..;;1330;1650;1330-1650 calCE (820±40 BP, UGAMS-5151);820±40 BP;UGAMS-5151;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;1.663247;v1.010
I12359;;Argentina;South America;Patagonia;Argentina_MitrePeninsula_Haush_400BP;;;;-54.7;-65.35;M;Argentina_MitrePeninsula_Haush_400BP;Tierra del Fuego, Mitre Peninusula, Caleta Falsa;C1b;..;;1280;1440;1280-1440 calCE (870±20 BP, PSUAMS-6683);870±20 BP;PSUAMS-6683;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;0.394959;v1.010
I12360;;Argentina;South America;Patagonia;Argentina_MitrePeninsula_Haush_400BP;;;;-54.7;-65.35;M;Argentina_MitrePeninsula_Haush_400BP;Tierra del Fuego, Mitre Peninusula, Caleta Falsa;D1g+16189;..;;1460;1640;1460-1640 calCE (800±20 BP, PSUAMS-6676);800±20 BP;PSUAMS-6676;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;0.104881;v1.010
I12361;;Argentina;South America;Patagonia;Argentina_MitrePeninsula_Haush_400BP;;;;-54.6;-65.58;M;Argentina_MitrePeninsula_Haush_400BP;Tierra del Fuego, Mitre Peninusula, Río Policarpo;D1g+16189;..;;1450;1630;1450-1630 calCE (815±20 BP, PSUAMS-6677);815±20 BP;PSUAMS-6677;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;0.117069;v1.010
I12362;;Argentina;South America;Patagonia;Argentina_NorthTierradelFuego_LaArcillosa2_5800BP;;;;-53.58;-68.02;F;Argentina_NorthTierradelFuego_LaArcillosa2_5800BP;Tierra del Fuego (North), La Arcillosa 2;C;n/a (female);;-4040;-3710;4040-3710 calBCE (5205±58 BP, AA-60935);5205±58 BP;AA-60935;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;3.619225;v1.010
I12354;;Argentina;South America;Patagonia;Argentina_NorthTierradelFuego_Selknam_500BP;;;;-53.78;-67.7;M;Argentina_NorthTierradelFuego_Selknam_500BP;Tierra del Fuego (North), Río Grande;D1g+16189;..;;1420;1630;1420-1630 calCE (520±30 BP, PSUAMS-6672);520±30 BP;PSUAMS-6672;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;6.701622;v1.010
I12363;;Argentina;South America;Patagonia;Argentina_NorthTierradelFuego_Selknam_500BP;;;;-53.28;-68.47;M;Argentina_NorthTierradelFuego_Selknam_500BP;Tierra del Fuego (North), Puesto Pescador;D1g+16189;..;;1490;1660;1490-1660 calCE (335±35 BP, AA-69652);335±35 BP;AA-69652;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;1.21585;v1.010
I12364;;Argentina;South America;Patagonia;Argentina_NorthTierradelFuego_Selknam_500BP;;;;-53.82;-67.65;F;Argentina_NorthTierradelFuego_Selknam_500BP;Tierra del Fuego (North), Margen Sur;D4h3a;n/a (female);;1040;1280;1040-1280 calCE (897±38 BP, AA-69655);897±38 BP;AA-69655;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;0.217564;v1.010
I12366;;Argentina;South America;Patagonia;Argentina_NorthTierradelFuego_Selknam_500BP;;;;-53.66;-67.96;F;Argentina_NorthTierradelFuego_Selknam_500BP;Tierra del Fuego (North), Pozo Tierra del Fuego 1;D1g+16189;n/a (female);;1670;1960;1670-1960 calCE (220±20 BP, PSUAMS-6685);220±20 BP;PSUAMS-6685;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;0.75698;v1.010
I12367;;Argentina;South America;Patagonia;Argentina_NorthTierradelFuego_Selknam_500BP;;;;-53.82;-67.65;F;Argentina_NorthTierradelFuego_Selknam_500BP;Tierra del Fuego (North), Margen Sur;C1c8;n/a (female);;1200;1300;1200-1300 calCE (895±25 BP, PSUAMS-6686);895±25 BP;PSUAMS-6686;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;0.426958;v1.010
I12365;;Argentina;South America;Patagonia;Argentina_NorthTierradelFuego_Selknam_500BP_brother.I12367;;;;-53.82;-67.65;M;Argentina_NorthTierradelFuego_Selknam_500BP_brother.I12367;Tierra del Fuego (North), Margen Sur;C1c8;..;;1150;1270;1150-1270 calCE (960±20 BP, PSUAMS-6684);960±20 BP;PSUAMS-6684;Nakatsuka et al. 2020;https://doi.org/10.1038/s41467-020-17656-w;https://www.ebi.ac.uk/ena/browser/view/PRJEB39010;1;;;;0.372559;v1.010
I20439;;Armenia;Asia;Caucasus;Armenia_LBA;Bronze Age;BAXX;;40.29221;45.130679;F;Armenia_LBA;Sarukhan;X2e2a2;n/a (female);;-1012;-906;1012-906 calBCE (2810±20 BP, PSUAMS-8889);2810±20 BP;PSUAMS-8889;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247;https://www.ebi.ac.uk/ena/browser/view/PRJEB54831;1;;;;3.576;v1.010
I20440;;Armenia;Asia;Caucasus;Armenia_LBA;Bronze Age;BAXX;;40.29221;45.130679;F;Armenia_LBA;Sarukhan;W6b;n/a (female);;-1263;-1121;1263-1121 calBCE (2970±20 BP, PSUAMS-9011);2970±20 BP;PSUAMS-9011;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247;https://www.ebi.ac.uk/ena/browser/view/PRJEB54831;1;;;;0.965;v1.010
I20441;;Armenia;Asia;Caucasus;Armenia_LBA;Bronze Age;BAXX;;40.29221;45.130679;M;Armenia_LBA;Sarukhan;U2+152;..;;-900;-805;900-805 calBCE (2690±20 BP, PSUAMS-9012);2690±20 BP;PSUAMS-9012;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247;https://www.ebi.ac.uk/ena/browser/view/PRJEB54831;1;;;;1.609;v1.010
I20443;;Armenia;Asia;Caucasus;Armenia_LBA;Bronze Age;BAXX;;40.29221;45.130679;M;Armenia_LBA;Sarukhan;H2a;..;;-1013;-846;1013-846 calBCE (2795±25 BP, PSUAMS-9013);2795±25 BP;PSUAMS-9013;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247;https://www.ebi.ac.uk/ena/browser/view/PRJEB54831;1;;;;4.441;v1.010
I20436;;Armenia;Asia;Caucasus;Armenia_LBA;Bronze Age;BAXX;;40.29221;45.130679;M;Armenia_LBA;Sarukhan;N1b1a5;..;;-1199;-989;1199-989 calBCE (2890±25 BP PSUAMS-11923);2890±25 BP;PSUAMS-11923;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247;https://www.ebi.ac.uk/ena/browser/view/PRJEB54831;1;;;;0.582;v1.010
I20444;;Armenia;Asia;Caucasus;Armenia_EIA;Iron Age;IAXX;;40.29221;45.130679;M;Armenia_EIA;Sarukhan;T2a1b2b;..;;-788;-551;788-551 calBCE (2530±20 BP, PSUAMS-11953);2530±20 BP;PSUAMS-11953;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247;https://www.ebi.ac.uk/ena/browser/view/PRJEB54831;1;;;;1.191;v1.010
I20438;;Armenia;Asia;Caucasus;Armenia_LIA_o2;Iron Age;IAXX;;40.29221;45.130679;F;Armenia_LIA_o2;Sarukhan;C5c+16234;n/a (female);;-161;8;161 calBCE - 8 calCE (2065±25 BP, PSUAMS-9010);2065±25 BP;PSUAMS-9010;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247;https://www.ebi.ac.uk/ena/browser/view/PRJEB54831;1;;;;4.712;v1.010
I20437;;Armenia;Asia;Caucasus;Armenia_LIA_o3;Iron Age;IAXX;;40.29221;45.130679;F;Armenia_LIA_o3;Sarukhan;T1a9;n/a (female);;-157;7;157 calBCE - 7 calCE (2065±20 BP, PSUAMS-8417);2065±20 BP;PSUAMS-8417;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247;https://www.ebi.ac.uk/ena/browser/view/PRJEB54831;1;;;;4.598;v1.010
I20442;;Armenia;Asia;Caucasus;Armenia_LIA_o3;Iron Age;IAXX;;40.29221;45.130679;F;Armenia_LIA_o3;Sarukhan;N1b1a;n/a (female);;220;330;220-330 calCE (1790±20 BP, PSUAMS-8548);1790±20 BP;PSUAMS-8548;Lazaridis et al. 2022;https://doi.org/10.1126/science.abm4247;https://www.ebi.ac.uk/ena/browser/view/PRJEB54831;1;;;;0.333;v1.010
