id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/26824603,"Nuclear and plastid phylogenies suggest ancient intersubgeneric hybridization in the fern genus <em>Pyrrosia</em> (Polypodiaceae), with a classification of <em>Pyrrosia</em> based on molecular and non-molecular evidence",Taxon,2017,,article,research-article,jstor,,2017-10-01,5,66,http://www.jstor.org/stable/26824603,Xin-Mao Zhou; Li-Bing Zhang,Wiley,eng,1065,1084,,ciliate dentate; yunnan china; peltate margins; acicular rays; lamina; hovenkamp; sclerenchyma; sterile lamina; excurrent; plastid,20047,20,unigrams; bigrams; trigrams
http://www.jstor.org/stable/27199223,"SEX DETERMINATION USING ARCHAEOLOGICAL, ANTHROPOLOGICAL, AND GENETIC METHODS – A COMPARATIVE STUDY ON A MEROVINGIAN POPULATION FROM GOTHA-BOILSTÄDT",Anthropologie (1962-),2022,,article,research-article,jstor,,2022-01-01,2,60,http://www.jstor.org/stable/27199223,JAN NOVÁČEK; JANINE MAZANEC; ANNA BRETSCHNEIDER; ANNA LENA FLUX; CHRISTIAN TANNHÄUSER; SUSANNE HUMMEL,Moravian Museum,eng,403,432,,tannhäuser susanne; sex estimation; amelogenin; christian tannhäuser; susanne hummel; anna bretschneider; bretschneider anna; female; merovingian population; genetic,14991,30,unigrams; bigrams; trigrams
ark://27927/pc053r3p4v,Backup pathways of NHEJ are suppressed by DNA‐PK,Journal of Cellular Biochemistry,2004,10.1002/jcb.20104,article,,portico,,2004-07-01,4,92,http://doi.org/10.1002/jcb.20104,George Iliakis; Minli Wang; Bustanur Rosidi; Ronel Perrault; Huichen Wang,"John Wiley & Sons, Inc.",eng,781,794,,joining; wortmannin; dna pkcs; dna end joining; reactions assembled; dna ends; dna ligase; inhibition; dna dsbs; dna double,8261,14,unigram; bigram; trigram
ark://27927/pgj2z52th7,"Mitochondrial DNA analysis of introgression between adjacent taxa of rock-wallabies, Petrogale species (Marsupialia: Macropodidae)",Genetics Research,1993,10.1017/S0016672300031074,article,research-article,portico,,1993-02-01,1,61,http://doi.org/10.1017/S0016672300031074,R. L. Close; C. A. Bee,Cambridge University Press,eng,21,37,,assimilis; morphs; inornata; mtdna morphs; rock wallabies; penicillata; introgression; chromosome; claro race; briscoe,11680,17,unigram; bigram; trigram
ark://27927/pjbqn9n18z2,"The Archaeological Museum of Alto Adige-Südtiroler Archäologiemuseum of Bolzano/Bozen, Italy",Journal of Glacial Archaeology,2024,10.1558/jga.27526,article,null,portico,,2024-03-29,null,7,http://doi.org/10.1558/jga.27526,Franco Nicolis,Equinox Publishing,eng,,,,glacial archaeology; equinox publishing; ice patch; museum; alto adige; archaeology issn; alpine ice; archaeological museum; adige südtirol; issn print,7574,21,unigram; bigram; trigram
ark://27927/pgg2hxx3h42,Paleopathology of Human Tuberculosis and the Potential Role of Climate,Interdisciplinary Perspectives on Infectious Diseases,2009,10.1155/2009/437187,article,,portico,,2009-04-05,null,2009,http://doi.org/10.1155/2009/437187,Andreas G. Nerlich; Bettina Fries; Sandra Lösch,Hindawi,eng,null,,,tuberculosis; mycobacterium tuberculosis; mycobacteria; ancient; ancient egypt; molecular; human tuberculosis; infectious diseases; early dynastic; nerlich,7403,9,unigram; bigram; trigram
ark://27927/phx647xr7vx,Autologous peripheral blood stem and progenitor (CD34+) cell transplantation for systemic lupus erythematosus complicated by Evans Syndrome,Lupus,1998,10.1191/096120398678920424,article,research-article,portico,,1998-09-01,7,7,http://doi.org/10.1191/096120398678920424,F Porretto; V Polizzi; R Scalone; G Mariani; F Bondi; M Musso; A Crescimanno,SAGE Publications,eng,492,494,,autologous; lupus erythematosus; autologous hsc; transplantation; systemic lupus; hsc transplantation; autoimmune; systemic lupus erythematosus; cell transplantation; evans syndrome,2457,3,unigram; bigram; trigram
ark://27927/phx5xx6s989,Archaeology,Abstracts in Anthropology,2008,10.1177/000134550805600401,article,,portico,,2008-06-01,4,56,http://doi.org/10.1177/000134550805600401,,SAGE Publications,eng,661,735,,archaeology; species; landscape; curcuma caesia; arctic antarctic; ecology; sustainable agriculture; alpine; penguin rookeries; navigational map,45781,75,unigram; bigram; trigram
http://www.jstor.org/stable/48513743,Investigating European Genetic History through Computer Simulations,Human Heredity,2013,,article,research-article,jstor,,2013-01-01,3/4,76,http://www.jstor.org/stable/48513743,Mathias Currat; Nuno M. Silva,S. Karger AG,eng,142,153,,neolithic; genetic; spatially explicit; neolithic transition; hum hered; europe; population; simulation; genetic diversity; european,9724,12,unigrams; bigrams; trigrams
http://www.jstor.org/stable/27088348,Dolní Věstonice – Pavlov. Explaining Paleolithic Settlements in Central Europe,Anthropologie (1962-),2021,,article,book-review,jstor,,2021-01-01,3,59,http://www.jstor.org/stable/27088348,Zdeňka Nerudová; Jiří Svoboda,Moravian Museum,eng,389,390,,pavlovian; dolní věstonice; jiří svoboda; pavlov; localities; academia praha; geometric microliths; předmostí; pavlovian hunters; anthropologie lix,1788,2,unigrams; bigrams; trigrams
ark://27927/pc01vsgfq,Book reviews,American Journal of Physical Anthropology,2006,10.1002/ajpa.20326,article,,portico,,2006-06-01,2,130,http://doi.org/10.1002/ajpa.20326,Virginia J. Vitzthum,"John Wiley & Sons, Inc.",eng,274,275,,anthropology; biological anthropology; ladakh; interscience wwwintersciencewileycom; genome; physical anthropology; nonhuman primates; altitude; populations; hoffecker,11551,13,unigram; bigram; trigram
ark://27927/pjb959fc763,Editorial,Antiquity,2022,10.15184/aqy.2022.145,article,editorial,portico,,2022-12-01,390,96,http://doi.org/10.15184/aqy.2022.145,Robert Witcher,Cambridge University Press,eng,1371,1381,,nobel prize; heritage; cultural heritage; antiquity; climate; antiquity publications; gamla skogsby; labadi; latour; sustainable development,5680,11,unigram; bigram; trigram
http://www.jstor.org/stable/48704430,Morphological analysis of Late Pre-Hispanic Peruvian <em>Chenopodium</em> spp.,Vegetation History and Archaeobotany,2019,,article,research-article,jstor,,2019-01-01,1,28,http://www.jstor.org/stable/48704430,BrieAnna S. Langlie,Springer,eng,51,63,,chenopod; quinoa; testa thickness; domestication; chenopod type; seed diameter; ayawiri chenopod; chenopodium; archaeological; arkush,9347,13,unigrams; bigrams; trigrams
ark://27927/pjb8864xbg9,AN ALGEBRAIC APPROACH TO INQUISITIVE AND -LOGICS,Review of Symbolic Logic,2022,10.1017/S175502032100054X,article,research-article,portico,,2022-12-01,4,15,http://doi.org/10.1017/S175502032100054X,GIANLUCA GRILLETTI; DAVIDE EMILIO QUADRELLARO; NICK BEZHANISHVILI,Cambridge University Press,eng,950,990,,heyting algebras; dna logics; logics; dna varieties; intermediate logics; dna variety; varieties; negative variant; lattice; formulas,29868,41,unigram; bigram; trigram
http://www.jstor.org/stable/39859,Wild-Type and Mutant p53 Differentially Regulate Transcription of the Insulin-Like Growth Factor I Receptor Gene,Proceedings of the National Academy of Sciences of the United States of America,1996,,article,research-article,jstor,,1996-08-06,16,93,http://www.jstor.org/stable/39859,Haim Werner; Eddy Karnieli; Frank J. Rauscher; Derek LeRoith,National Academy of Sciences,eng,8318,8323,,promoter; transcription; luciferase; promoter activity; proc natl; acad sci; mutant p53; vitro transcription; luciferase mrna; transcription assays,6471,6,unigrams; bigrams; trigrams
ark://27927/phzd684cjmn,Re-integrating Archaeology: A Contribution to aDNA Studies and the Migration Discourse on the 3rd Millennium BC in Europe,Proceedings of the Prehistoric Society,2019,10.1017/ppr.2019.4,article,,portico,,2019-06-10,null,85,http://doi.org/10.1017/ppr.2019.4,Martin Furholt,Cambridge University Press,eng,115,129,,corded ware; steppe ancestry; burials; bell beaker; millennium; polythetic; neolithic; archaeological; europe; central europe,10045,15,unigram; bigram; trigram
ark://27927/pf1k2gt4cg,Functional analysis of three splicing mutations identified in the PMM2 gene: Toward a new therapy for congenital disorder of glycosylation type Ia1,Human Mutation,2009,10.1002/humu.20960,article,,portico,,2009-05-01,5,30,http://doi.org/10.1002/humu.20960,Celia Pérez‐Cerdá; Lourdes R. Desviat; Magdalena Ugarte; Belén Pérez; Gert Matthijs; Ana I. Vega,"John Wiley & Sons, Inc.",eng,795,803,,splicing; cryptic splice; minigene; mutations; intronic; splicing mutations; fibroblast cell; pseudoexon; splice sites; deep intronic,7115,9,unigram; bigram; trigram
ark://27927/phz6pjdhdrv,NTS volume 65 issue 2 Cover and Back matter,New Testament Studies,2019,10.1017/S002868851900002X,article,other,portico,,2019-02-22,2,65,http://doi.org/10.1017/S002868851900002X,,Cambridge University Press,eng,b1,b2,,new testament; testamenti societas; studiorum novi; novi testamenti; testament studies; studiorum novi testamenti; novi testamenti societas; new testament studies; cambridge; canada and mexico,1556,2,unigram; bigram; trigram
ark://27927/pf13s341b4,Mechanisms of pathogenicity in human MSH2 missense mutants1,Human Mutation,2008,10.1002/humu.20893,article,,portico,,2008-11-01,11,29,http://doi.org/10.1002/humu.20893,Sean Tavtigian; Marc Greenblatt; Saara Ollila; Minna Nyström; Denis Dermadi Bebek; Josef Jiricny,"John Wiley & Sons, Inc.",eng,1355,1363,,mismatch; mutations; variants; protein; ollila; mismatch binding; colorectal cancer; mismatch repair; nonpolyposis colorectal; missense mutations,7770,9,unigram; bigram; trigram
ark://27927/pgjrjpj9tg,Unexpected evolutionary diversity in a recently extinct Caribbean mammal radiation,Proceedings of the Royal Society B,2015,10.1098/rspb.2014.2371,article,research-article,portico,,2015-05-22,1807,282,http://doi.org/10.1098/rspb.2014.2371,Samuel T. Turvey; Selina Brace; Ian Barnes; Menno L. P. Hoogland; Marcelo Weksler,The Royal Society,eng,,,,lesser antillean; rspbroyalsocietypublishingorg procrsocb; windward leeward; caribbean; lesser antilles; island; eustatius; antigua guadeloupe; extinct; antillean oryzomyine,6263,9,unigram; bigram; trigram
ark://27927/pjbbbn64bfc,Modern pollen – vegetation – plant diversity relationships across large environmental gradients in northern Greece,The Holocene,2022,10.1177/09596836211060494,article,research-article,portico,,2022-03-01,3,32,http://doi.org/10.1177/09596836211060494,Erika Gobet; Willy Tinner; Jacqueline FN van Leeuwen; Carolina Senn; Vivian A Felde; César Morales-Molino,SAGE Publications,eng,159,173,,pollen; pollen assemblages; vegetation; vegetation types; available online; surface samples; evenness; diversity; supplemental; species,14339,15,unigram; bigram; trigram
ark://27927/pgj2j7b3j9f,Archaeology,Abstracts in Anthropology,2013,10.1177/000134551306700401,article,,portico,,2013-11-01,4,67,http://doi.org/10.1177/000134551306700401,,SAGE Publications,eng,607,656,,archaeology; anthropology; arctic; arctic antarctic; historical; florida; alpine research; delmarva adena; current anthropology; prebiotic inulin,28491,50,unigram; bigram; trigram
ark://27927/phxbws7wg2,"Rice, beans and trade crops on the early maritime Silk Route in Southeast Asia",Antiquity,2016,10.15184/aqy.2016.175,article,research-article,portico,,2016-09-15,353,90,http://doi.org/10.15184/aqy.2016.175,Cristina Cobo Castillo; Dorian Q Fuller; Bérénice Bellina,Cambridge University Press,eng,1255,1269,,dxdoiorg; malay peninsula; bellina; southeast; ksk and pkt; thai malay; sam kaeo; khao sam; antiquity publications; cristina cobo,6318,15,unigram; bigram; trigram
ark://27927/phx865cw8r5,Assessing ethical trade‐offs in ecological field studies,Journal of Applied Ecology,2010,10.1111/j.1365-2664.2009.01755.x,article,article,portico,,2010-02-01,1,47,http://doi.org/10.1111/j.1365-2664.2009.01755.x,Ben A. Minteer; Kirsten M. Parris; Sarah Bekessy; Michael A. McCarthy; Fabien Medvecky; Sarah C. McCall; Katie Steele,"John Wiley & Sons, Inc.",eng,227,234,,buccal swabbing; tadpoles; toe clipping; tail tipping; welfare; collecting tadpoles; individual welfare; species welfare; species; sampling,7709,8,unigram; bigram; trigram
ark://27927/phxcd38w01,Structural analysis of the functional gene and pseudogene encoding the murine granulocyte colony‐stimulating‐factor receptor,European Journal of Biochemistry,1994,10.1111/j.1432-1033.1994.tb18691.x,article,,portico,,1994-03-01,3,220,http://doi.org/10.1111/j.1432-1033.1994.tb18691.x,Neal G. COPELAND; Yoshiyuki SETO; Nancy A. JENKINS; Yasuhiko ITO; Camilynn I. BRANNAN; Rikiro FUKUNAGA; Shigekazu NAGATA,"John Wiley & Sons, Inc.",eng,881,891,,murine; pseudogene; encoding; gcsfr encoding; receptor; functional gene; fukunaga; encoding gene; chromosomal; intron,8004,11,unigram; bigram; trigram
ark://27927/pjbqxkf1nkb,"Alapellátás, alapellátók Magyarországon, 2018",Orvosi Hetilap,2019,10.1556/650.2019.31423,article,review-article,portico,,2019-06-01,24,160,http://doi.org/10.1556/650.2019.31423,Imre Rurik,Akademiai Kiado Zrt.,eng,926,935,,orv hetil; hungarian; orvosok; nemzeti; neak nemzeti; primary; health; budapest available; accessed; nemzeti egészségbiztosítási,8422,10,unigram; bigram; trigram
ark://27927/phw32c16fd,Estimated Frequency of the Canine Hyperuricosuria Mutation in Different Dog Breeds,Journal of Veterinary Internal Medicine,2010,10.1111/j.1939-1676.2010.0631.x,article,,portico,,2010-11-01,6,24,http://doi.org/10.1111/j.1939-1676.2010.0631.x,V. Biourge; D.L. Bannasch; S.S. Hughes; E.A. Brown; B. McLaughlin; N. Karmi; C.S. Mellersh,"John Wiley & Sons, Inc.",eng,1337,1342,,urate urolithiasis; mutant allele; breeds; allele frequency; mutation; mutant allele frequency; terrier; hyperuricosuria mutation; staffordshire terrier; labrador retriever,4543,6,unigram; bigram; trigram
ark://27927/phzk3gqr903,"Book Review: The First Farmers of Europe: An Evolutionary Perspective. STEPHEN SHENNAN. 2018. Cambridge University Press, Cambridge. xviii + 253 pp. $105.00 (cloth), ISBN 978-1-108-42292-5. $34.99 (paperback), ISBN 978-1-108-43521-5. $28.00 (e-book), 978-1-108-39730-8.",American Antiquity,2021,10.1017/aaq.2020.98,article,book-review,portico,,1921-01-01,1,86,http://doi.org/10.1017/aaq.2020.98,Alasdair Whittle,Cambridge University Press,eng,216,217,,heterarchy; neolithic; historical ecologies; anneli ekblom; immaculately proofed; region; western europe; zimbabwe anneli; historical contingency; ecologies heterarchies,1207,2,unigram; bigram; trigram
ark://27927/phz6hbhg7xh,An Extinct Domesticated Subspecies of Erect Knotweed in Eastern North America: Polygonum erectum subsp. watsoniae (Polygonaceae),Novon,2017,10.3417/2016005,article,,portico,,2017-04-13,2,25,http://doi.org/10.3417/2016005,Natalie G.Mueller,BioOne,eng,166,179,,achenes; polygonum; whitney bluff; erectum; costea; polygonum erectum; morphs; aviculare subsp; smooth morphs; erect knotweed,8454,14,unigram; bigram; trigram
ark://27927/pjbfrdfnkgm,Ancient mitochondrial genomes recovered from small vertebrate bones through minimally destructive DNA extraction: Phylogeography of the New Zealand gecko genus Hoplodactylus,Molecular Ecology,2023,10.1111/mec.16434,article,article,portico,,2023-06-01,11,32,http://doi.org/10.1111/mec.16434,Rodney A. Hitchmough; Nicolas J. Rawlence; Kerry Walton; Lachie Scarsbrook; Alexander J. F. Verry,"John Wiley & Sons, Inc.",eng,2964,2984,,island; south island; mitochondrial genomes; north island; minimally destructive; subfossil; destructive adna; populations; subfossil bones; zealand,25184,21,unigram; bigram; trigram
ark://27927/phx54cdc13z,"Palaeoceanographic changes in Hornsund Fjord (Spitsbergen, Svalbard) over the last millennium: new insights from ancient DNA",Climate of the Past,2016,10.5194/cp-12-1459-2016,article,,portico,,2016-01-01,7,12,http://doi.org/10.5194/cp-12-1459-2016,Philippe Esling; Magdalena Łącka; Jan Pawlowski; Marek Zajączkowski; Franck Lejzerowicz; Joanna Pawłowska,Copernicus Publications,eng,1459,1472,,foraminifera; svalbard; clim past; sequences; sediment; majewski; hornsund fjord; fjords; novaya zemlya; glacier,10536,14,unigram; bigram; trigram
http://www.jstor.org/stable/43965953,A probable case of congenital syphilis from pre-Columbian Austria,Anthropologischer Anzeiger,2015,,article,research-article,jstor,,2015-01-01,4,72,http://www.jstor.org/stable/43965953,Johanna Sophia Gaul; Karl Grossschmidt; Christian Gusenbauer; Fabian Kanz,E. Schweizerbart'sche Verlagsbuchhandlung,eng,451,472,,congenital syphilis; enamel; molars; johanna sophia; sophia gaul; henneberg; sarnat; columbian; dental; columbian austria,7906,22,unigrams; bigrams; trigrams
http://www.jstor.org/stable/27006062,A short ORF-encoded transcriptional regulator,Proceedings of the National Academy of Sciences of the United States of America,2021,,article,research-article,jstor,,2021-01-26,4,118,http://www.jstor.org/stable/27006062,Minseob Koh; Insha Ahmad; Yeonjin Ko; Yuxiang Zhang; Thomas F. Martinez; Jolene K. Diedrich; Qian Chu; James J. Moresco; Michael A. Erb; Alan Saghatelian; Peter G. Schultz; Michael J. Bollong,National Academy of Sciences,eng,1,6,,interactors; orf encoded; western blotting; protein; short orf; transcriptional regulator; ribo seq; hek293t cells; encoded transcriptional; short orf encoded,6927,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/27802409,ASPECTS OF INGESTION TRANSMISSION OF CHAGAS DISEASE IDENTIFIED IN MUMMIES AND THEIR COPROLITES / TRANSMISIÓN DE LA ENFERMEDAD DE CHAGAS IDENTIFICADA EN COPROLITOS DE MOMIAS,Chungara: Revista de Antropología Chilena,2005,,article,research-article,jstor,,2005-01-01,1,37,http://www.jstor.org/stable/27802409,Arthur C. Aufderheide; Wilmar Salo; Michael Madden; John Streitz; Katharina Dittmar de la Cruz; Jane Buikstra; Bernardo Arriaza; Lorentz E. Wittmers <suffix>Jr.</suffix>,Universidad de Tarapaca,eng,85,90,,coprolites; cruzi adna; mummies; chagas disease; trypanosoma cruzi; ingestion; infected; soft tissues; aufderheide; streitz dittmar,3261,6,unigrams; bigrams; trigrams
ark://27927/pc04qsmjms,Optimizing flow cytometric DNA ploidy and S‐phase fraction as independent prognostic markers for node‐negative breast cancer specimens,Cytometry,2001,10.1002/cyto.1097,article,,portico,,2001-06-15,3,46,http://doi.org/10.1002/cyto.1097,M.L. Jourdan; S. Romain; P.‐O. Bendahl; D. Killander; C.B. Bagwell; F. Spyratos; B. Baldetorp; G.M. Clark; O. Stål; B. Hunsberger; A. Chassevent,"John Wiley & Sons, Inc.",eng,121,135,,dna ploidy; prognostic; aneuploid; dna aneuploid; baylor; baylor study; diploid; dna diploid; histograms; nondiploid,10575,15,unigram; bigram; trigram
ark://27927/pc05339t4m,Intense immunosuppressive therapy followed by autologous peripheral blood selected progenitor cell reinfusion for severe autoimmune disease,American Journal of Hematology,2001,10.1002/1096-8652(200102)66:2<75::AID-AJH1020>3.0.CO;2-V,article,,portico,,2001-02-01,2,66,http://doi.org/10.1002/1096-8652(200102)66:2<75::AID-AJH1020>3.0.CO;2-V,Maurizio Musso; Francesca Bondì; Vita Polizzi; Alessandra Crescimanno; Renato Scalone; Ferdinando Porretto,"John Wiley & Sons, Inc.",eng,75,79,,conditioning regimen; autoimmune; autoimmune disease; patients; autologous; transplant; cell transplantation; lupus erythematosus; thrombocytopenic purpura; systemic lupus,3480,5,unigram; bigram; trigram
http://www.jstor.org/stable/23727835,"Genetic diversity in Veronica hederifolia (Plantaginaceae), an invasive weed in China, assessed using AFLP markers",Annales Botanici Fennici,2010,,article,research-article,jstor,,2010-01-01,3,47,http://www.jstor.org/stable/23727835,Hairong Wu; Sheng Qiang; Gary Peng,Finnish Zoological and Botanical Publishing Board,eng,190,198,,genetic diversity; zhoushan; nanjing; veronica; aflp markers; veronica hederifolia; invasive; species; genetic variation; weed res,6618,9,unigrams; bigrams; trigrams
ark://27927/phzhf23x9wx,Migrations or local interactions? Spheres of interaction in third-millennium BC Central Europe,Antiquity,2020,10.15184/aqy.2020.151,article,research-article,portico,,2020-10-01,377,94,http://doi.org/10.15184/aqy.2020.151,Jan Kolář,Cambridge University Press,eng,1168,1185,,corded ware; moravia; archaeological; third millennium; bell beaker; antiquity publications; chipped stone; kolář modified; bronze age; ware culture,5589,18,unigram; bigram; trigram
ark://27927/pgh1dq4n6r3,Comparison of assay methods for detection of circulating tumor cells in metastatic breast cancer: AdnaGen AdnaTest BreastCancer Select/Detect™ versus Veridex CellSearch™ system,International Journal of Cancer,2012,10.1002/ijc.26111,article,,portico,,2012-04-01,7,130,http://doi.org/10.1002/ijc.26111,L.‐Y. Yang; L. Hsu; J. M. Reuben; E. Andreopoulou; S. Krishnamurthy; V. Valero; K. M. Rangel; H. A. Fritsche; M. Cristofanilli,"John Wiley & Sons, Inc.",eng,1590,1597,,cancer; tumor cells; circulating tumor; breast; metastatic breast; patients; ctcs per; primary tumor; detection; circulating tumor cells,5177,8,unigram; bigram; trigram
http://www.jstor.org/stable/25593460,Interplay between the Smc5/6 Complex and the Mph1 Helicase in Recombinational Repair,Proceedings of the National Academy of Sciences of the United States of America,2009,,article,research-article,jstor,,2009-12-15,50,106,http://www.jstor.org/stable/25593460,Yu-Hung Chen; Koyi Choi; Barnabas Szakal; Jacqueline Arenz; Xinyuan Duan; Hong Ye; Dana Branzei; Xiaolan Zhao,National Academy of Sciences,eng,21252,21257,,recombination; helicase; recombination intermediates; complex; recombinational repair; mutants; fanconi anemia; replication; dna helicase; defects,6154,6,unigrams; bigrams; trigrams
ark://27927/pjbctr843wq,Food and Power in Early Medieval England: a Lack of (Isotopic) Enrichment,Anglo-Saxon England,2020,10.1017/S0263675122000072,article,research-article,portico,,2020-12-01,null,49,http://doi.org/10.1017/S0263675122000072,Tom Lambert; Sam Leggett,Cambridge University Press,eng,155,196,,isotope; medieval; medieval england; archaeol; carbon; amer jnl; stable; nitrogen; archaeol science; isotope ratios,25239,42,unigram; bigram; trigram
http://www.jstor.org/stable/24108583,"A new type II restriction endonuclease, OfoI from nonheterocystous cyanobacterium Oscillatoria foreaui",Current Science,2003,,article,research-article,jstor,,2003-07-25,2,85,http://www.jstor.org/stable/24108583,Matheshwaran Saravanan; Kathirvel Elango; Siddamadappa Chandrashekaran; Narayanaswamy Anand; Valakunja Nagaraja,Temporary Publisher,eng,188,191,,enzyme; cleavage; restriction enzymes; enzyme ofol; cleavage site; oscillatoria; gtc acg; primer; endonuclease; new enzyme,2565,4,unigrams; bigrams; trigrams
ark://27927/pjb1rr4cvm2,LOWLAND MAYA GENESIS: THE LATE ARCHAIC TO LATE EARLY FORMATIVE TRANSITION IN THE UPPER BELIZE RIVER VALLEY,Ancient Mesoamerica,2021,10.1017/S0956536121000420,article,research-article,portico,,2021-10-01,3,32,http://doi.org/10.1017/S0956536121000420,M. Kathryn Brown; Lauren A. Sullivan; Jaime J. Awe; W. James Stemp; Claire E. Ebert; James F. Garber,Cambridge University Press,eng,519,544,,belize; archaic; cahal pech; belize valley; upper belize; formative; western belize; maya lowlands; preceramic; charcoal beta,23095,26,unigram; bigram; trigram
http://www.jstor.org/stable/25064865,The Peopling of the New World: Perspectives from Molecular Anthropology,Annual Review of Anthropology,2004,,article,research-article,jstor,,2004-01-01,,33,http://www.jstor.org/stable/25064865,Theodore G. Schurr,Annual Reviews,eng,551,583,,haplogroup; haplotypes; populations; schurr; mtdnas; americas; native; american populations; genetic; siberia,17071,38,unigrams; bigrams; trigrams
ark://27927/pjbjtgf4g5g,Trait‐based approaches as ecological time machines: Developing tools for reconstructing long‐term variation in ecosystems,Functional Ecology,2023,10.1111/1365-2435.14415,article,reviewArticle,portico,,2023-10-01,10,37,http://doi.org/10.1111/1365-2435.14415,M. Jane Bunting; Jens‐Christian Svenning; Kerry A. Brown; Ondrej Mottl; Triin Reitalu; Fabio Carvalho; Luke Mander; Katarzyna Marcisz; Francesco de Bello,"John Wiley & Sons, Inc.",eng,2552,2569,,palaeoecological; ecosystem; ecosystem properties; palaeoecological datasets; traits; testate amoebae; pollen; species; ecological; functional ecology,21475,18,unigram; bigram; trigram
ark://27927/pgk375ptcjr,Mother-child agreement and its influencing factors in children with and without depression,Orvosi Hetilap,2009,10.1556/OH.2010.28758,article,research-article,portico,,2009-12-21,1,151,http://doi.org/10.1556/OH.2010.28758,Enikő Kiss,Akademiai Kiado Zrt.,hun,29,36,,anya gyermek; adolesc psychiatry; child adolesc; nem depressziós; depression inventory; depressziós minta; children; gyermek neme; egy olyan; psychol,7190,8,unigram; bigram; trigram
ark://27927/phzgtxrb40g,Fanconi anemia and the underlying causes of genomic instability,Environmental and Molecular Mutagenesis,2020,10.1002/em.22358,article,,portico,,2020-08-01,7,61,http://doi.org/10.1002/em.22358,Julie Rageul; Issue Editor: Shan Yan; Issue Editor: Cyrus Vaziri; Hyungjin Kim,"John Wiley & Sons, Inc.",eng,693,708,,dna icls; fanconi anemia; repair; reactive aldehydes; core complex; formaldehyde; icl repair; pathway; dpc repair; replication,13413,16,unigram; bigram; trigram
ark://27927/phx85shw61d,Knockdown of heme oxygenase‐2 impairs corneal epithelial cell wound healing,Journal of Cellular Physiology,2011,10.1002/jcp.22502,article,,portico,,2011-07-01,7,226,http://doi.org/10.1002/jcp.22502,Kiran A. Patil; Michael W. Dunn; Adna Halilovic; Michal Laniado Schwartzman; Kirkland Castellano; Lars Bellner; Giuseppina Marrazzo; Giuseppe Cullaro,"John Wiley & Sons, Inc.",eng,1732,1740,,heme oxygenase; corneal; corneal epithelial; hce cells; healing; injury; wound closure; scratch injury; inflammatory; bilirubin,7010,9,unigram; bigram; trigram
http://www.jstor.org/stable/29540896,"Dissertationen, Diplom-, Magister- und Staatsexamensarbeiten in Anthropologischen Instituten 1998",Anthropologischer Anzeiger,1999,,article,misc,jstor,,1999-12-01,4,57,http://www.jstor.org/stable/29540896,,E. Schweizerbart'sche Verlagsbuchhandlung,ger,375,379,,diplomarbeit betreuer; dissertation betreuer; besonderer berücksichtigung; staatsexamensarbeit betreuer; unter besonderer; dissertationen diplom; rodewald; unter besonderer berücksichtigung; diplomarbeit betreuerin; gorilla,1702,5,unigrams; bigrams; trigrams
ark://27927/phz3zkpzd0,Bioarchaeology in perspective: From classifications of the dead to conditions of the living,American Journal of Physical Anthropology,2018,10.1002/ajpa.23322,article,,portico,,2018-04-01,4,165,http://doi.org/10.1002/ajpa.23322,Issue Editor: Clark Spencer Larsen; Issue Editor: Peter T. Ellison; Clark Spencer Larsen; Issue Editor: Christopher B. Ruff; Issue Editor: Emőke J. E. Szathmáry; Issue Editor: Matt Cartmill,"John Wiley & Sons, Inc.",eng,865,878,,bioarchaeology; physical anthropology; skeletal; archaeological; human remains; larsen; cranial; armelagos; record; van gerven,13633,14,unigram; bigram; trigram
ark://27927/pgf8g02z89,A western Eurasian male is found in 2000‐year‐old elite Xiongnu cemetery in Northeast Mongolia,American Journal of Physical Anthropology,2010,10.1002/ajpa.21242,article,research-article,portico,,2010-07-01,3,142,http://doi.org/10.1002/ajpa.21242,Sung‐Su Kim; Hyeung‐Won Yun; Eun‐Jeong Chang; Yun‐Pyo Hong; Inja Lim; Eregzen Gelegdorj; Kijeong Kim; Yoon‐Hee Chung; Victor H. Mair; Dae‐Jin Kim; Won‐Bok Lee; Gavaachimed Lkhagvasuren; Munkhtsetseg Bazarragchaa; Kyung‐Yong Kim; Charles H. Brenner; Sang‐In Chung; Kwang‐Ho Lee; Jae‐Hyun Kim; Ae‐Ja Park; Natsag Batbold; Yi‐Chung Song; Wonyong Kim,"John Wiley & Sons, Inc.",eng,429,440,,haplogroup; eurasian male; west eurasian; mitochondrial dna; mongolia; mtdna haplogroup; keyser tracqui; west eurasian male; autosomal str; ancient,9611,12,unigram; bigram; trigram
http://www.jstor.org/stable/43554299,"EDITORIAL: Proceedings of the 16th conference of the International Work Group for Palaeoethnobotany, Thessaloniki 2013",Vegetation History and Archaeobotany,2015,,article,misc,jstor,,2015-01-01,1,24,http://www.jstor.org/stable/43554299,Soultana M. Valamoti; Felix Bittmann,Springer,eng,5,7,,thessaloniki; archaeobotany; veget hist; bittmann; kubiak martens; aristotle university; helmut kroll; aegean prehistory; archaeology; thessaloniki greece,1391,3,unigrams; bigrams; trigrams
